id,genre
00907483,0
00907492,0
00907499,0
00908485,0
00910559,0
00910562,0
00911010,0
00911014,0
00911051,0
00911055,0
00911169,0
00911193,0
00911197,0
00911202,0
00911311,0
00911326,0
00911810,0
00912067,0
00912070,0
00912074,0
00912077,0
00912124,0
00912445,0
00912448,0
00912460,0
00913168,0
00913728,0
00913732,0
00914077,0
00914143,0
00914772,0
00914778,0
00914781,0
00916842,0
00916848,0
00917671,0
00917674,0
00917677,0
00917728,0
00917731,0
00917736,0
00917959,0
00917962,0
00917965,0
00917984,0
00917987,0
00918094,0
00918097,0
00918487,0
00918553,0
00918587,0
00919052,0
00919055,0
00919058,0
00919061,0
00919064,0
00919067,0
00919070,0
00919073,0
00919076,0
00919079,0
00919082,0
00919226,0
00919336,0
00919339,0
00919342,0
00919347,0
00919350,0
00919354,0
00919468,0
00919478,0
00919638,0
00919641,0
00919770,0
00919774,0
00919777,0
00919803,0
00919807,0
00919810,0
00919816,0
00919841,0
00920486,0
00920488,0
00920667,0
00920855,0
00920997,0
00921000,0
00921857,0
00921860,0
00921866,0
00921869,0
00921873,0
00921877,0
00921973,0
00922023,0
00922026,0
00922029,0
00922032,0
00923444,0
00924108,0
00924111,0
00924751,0
00924788,0
00926468,0
00926701,0
00926705,0
00926709,0
00926714,0
00926728,0
00927653,0
00927658,0
00927663,0
00928690,0
00928693,0
00928996,0
00929284,0
00929287,0
00929290,0
00929377,0
00929382,0
00929585,0
00930303,0
00930304,0
00930330,0
00931707,0
00931711,0
00931714,0
00931717,0
00931720,0
00932393,0
00933297,0
00933301,0
00933305,0
00933310,0
00933315,0
00933753,0
00933929,0
00933932,0
00933940,0
00933943,0
00933946,0
00934195,0
00935094,0
00935555,0
00936328,0
00936331,0
00936560,0
00937250,0
00937345,0
00938331,0
00938680,0
00939096,0
00939288,0
00939370,0
00939615,0
00939618,0
00939621,0
00939624,0
00939627,0
00940049,0
00940505,0
00940749,0
00942824,0
00942830,0
00943547,0
00943717,0
00944274,0
00944277,0
00944283,0
00944408,0
00945014,0
00945020,0
00946250,0
00946896,0
00946947,0
00946950,0
00946953,0
00946956,0
00947520,0
00947525,0
00947528,0
00947531,0
00947534,0
00947814,0
00947972,0
00948131,0
00948134,0
00948436,0
00949254,0
00949307,0
00949334,0
00949661,0
00949664,0
00950912,0
00951131,0
00951146,0
00951149,0
00951154,0
00951157,0
00951251,0
00952094,0
00952441,0
00952803,0
00952806,0
00952809,0
00952812,0
00954021,0
00954357,0
00954360,0
00954363,0
00954366,0
00955124,0
00955210,0
00955726,0
00955731,0
00955753,0
00956104,0
00957133,0
00957136,0
00957145,0
00957733,0
00957736,0
00958551,0
00958556,0
00958560,0
00958563,0
00959074,0
00959323,0
00959326,0
00959330,0
00959334,0
00959736,0
00959740,0
00959917,0
00959920,0
00959923,0
00959926,0
00959930,0
00959934,0
00959937,0
00960234,0
00960237,0
00960242,0
00960875,0
00960878,0
00961320,0
00961323,0
00961350,0
00961353,0
00961438,0
00961441,0
00961444,0
00961448,0
00961449,0
00961665,0
00961912,0
00961915,0
00961951,0
00961953,0
00961956,0
00962231,0
00962409,0
00962412,0
00962472,0
00962575,0
00962578,0
00962581,0
00962584,0
00962998,0
00963001,0
00963004,0
00963007,0
00963072,0
00963782,0
00963786,0
00963807,0
00963810,0
00963937,0
00963940,0
00964085,0
00964088,0
00964091,0
00964094,0
00964218,0
00964453,0
00964466,0
00964726,0
00964937,0
00964951,0
00965109,0
00965112,0
00965181,0
00965502,0
00965830,0
00967765,0
00968025,0
00968295,0
00968299,0
00968302,0
00968450,0
00968464,0
00968781,0
00968959,0
00969109,0
00969735,0
00969747,0
00969960,0
00970037,0
00970040,0
00970334,0
00970354,0
00970480,0
00970541,0
00970546,0
00970746,0
00970760,0
00971022,0
00971059,0
00971622,0
00971915,0
00971918,0
00972277,0
00972280,0
00972283,0
00973041,0
00973363,0
00973814,0
00973824,0
00973827,0
00973925,0
00974046,0
00974621,0
00974625,0
00974647,0
00974650,0
00974653,0
00974656,0
00974949,0
00974962,0
00975876,0
00975969,0
00976126,0
00976129,0
00976132,0
00976142,0
00976150,0
00976180,0
00976183,0
00976186,0
00976482,0
00976485,0
00976488,0
00976491,0
00976494,0
00976497,0
00976500,0
00977012,0
00977050,0
00977053,0
00977056,0
00977111,0
00977114,0
00977117,0
00977193,0
00977238,0
00977495,0
00977588,0
00977591,0
00977698,0
00978462,0
00978531,0
00978534,0
00978537,0
00978540,0
00978543,0
00978795,0
00978798,0
00978801,0
00978804,0
00978911,0
00978979,0
00978982,0
00979226,0
00979339,0
00979348,0
00979356,0
00979359,0
00979362,0
00979365,0
00979418,0
00979423,0
00979495,0
00979577,0
00979766,0
00979803,0
00979859,0
00980070,0
00980073,0
00980076,0
00980079,0
00980458,0
00980461,0
00980624,0
00980631,0
00980655,0
00980658,0
00980661,0
00980756,0
00980810,0
00980839,0
00980857,0
00980869,0
00980876,0
00981734,0
00981835,0
00981995,0
00982661,0
00982664,0
00982667,0
00982670,0
00982678,0
00982682,0
00982687,0
00982692,0
00982706,0
00982709,0
00982717,0
00982718,0
00982721,0
00982724,0
00982727,0
00982730,0
00982896,0
00983034,0
00983037,0
00983040,0
00983044,0
00983051,0
00983071,0
00983074,0
00983077,0
00983214,0
00983217,0
00983220,0
00983224,0
00983417,0
00983420,0
00984860,0
00986132,0
00986137,0
00986140,0
00987277,0
00987291,0
00987294,0
00987806,0
00987809,0
00988122,0
00988125,0
00988371,0
00988374,0
00988725,0
00988746,0
00988780,0
00988832,0
00988854,0
00988875,0
00988889,0
00988912,0
00988927,0
00989070,0
00989091,0
00989794,0
00990204,0
00990207,0
00990210,0
00990219,0
00990901,0
00991006,0
00991080,0
00991445,0
00991448,0
00991489,0
00991773,0
00992032,0
00992066,0
00992709,0
00992712,0
00992715,0
00992771,0
00992775,0
00992778,0
00992781,0
00992882,0
00992885,0
00992889,0
00993080,0
00993117,0
00993121,0
00993124,0
00993127,0
00993407,0
00993552,0
00993772,0
00993775,0
00993912,0
00994052,0
00994082,0
00994088,0
00994385,0
00994388,0
00994391,0
00994394,0
00994397,0
00994440,0
00994443,0
00994446,0
00994449,0
00994474,0
00994477,0
00994480,0
00994483,0
00994612,0
00994930,0
00994933,0
00995256,0
00995261,0
00996137,0
00996147,0
00996152,0
00996157,0
00996158,0
00996161,0
00996164,0
00996167,0
00996468,0
00996485,0
00996745,0
00996773,0
00997132,0
00997137,0
00997149,0
00997816,0
00997868,0
00997876,0
00997880,0
00997905,0
00998113,0
00998370,0
00998373,0
00998376,0
00998446,0
00998449,0
00998452,0
00998494,0
00998638,0
00998908,0
00998911,0
00998914,0
00999077,0
00999082,0
00999564,0
00999573,0
00999835,0
00999840,0
00999850,0
01000237,0
01000240,0
01000243,0
01000809,0
01000812,0
01001206,0
01001209,0
01001232,0
01001388,0
01001917,0
01001921,0
01001927,0
01002092,0
01002538,0
01002598,0
01002824,0
01003011,0
01003015,0
01003200,0
01003204,0
01003689,0
01003692,0
01003982,0
01003985,0
01003988,0
01004225,0
01004326,0
01004572,0
01004829,0
01004834,0
01004875,0
01004878,0
01004980,0
01005516,0
01005586,0
01005838,0
01005841,0
01005844,0
01005864,0
01005867,0
01005870,0
01005873,0
01005914,0
01005917,0
01006330,0
01006382,0
01006549,0
01006550,0
01006725,0
01006728,0
01006731,0
01008247,0
01008262,0
01010808,0
01010811,0
01010889,0
01012430,0
01012434,0
01012697,0
01012702,0
01012953,0
01012961,0
01013001,0
01013004,0
01013007,0
01013853,0
01013857,0
01013860,0
01014166,0
01014240,0
01014243,0
01014310,0
01014317,0
01014320,0
01014415,0
01014418,0
01014678,0
01014715,0
01014721,0
01014724,0
01014860,0
01014867,0
01014873,0
01014879,0
01014882,0
01014885,0
01014948,0
01015088,0
01015093,0
01015099,0
01015198,0
01015201,0
01015303,0
01015307,0
01015310,0
01015313,0
01015316,0
01015579,0
01015590,0
01015593,0
01015596,0
01015705,0
01015710,0
01015714,0
01015717,0
01015746,0
01015750,0
01015762,0
01015765,0
01015777,0
01015780,0
01015783,0
01015786,0
01015789,0
01015793,0
01015814,0
01015817,0
01015820,0
01016097,0
01016126,0
01016129,0
01016168,0
01016171,0
01016174,0
01016251,0
01016256,0
01016259,0
01016639,0
01016646,0
01016736,0
01016739,0
01017190,0
01017193,0
01017262,0
01017265,0
01017392,0
01017395,0
01017398,0
01017550,0
01017553,0
01017556,0
01017726,0
01017729,0
01017925,0
01017977,0
01017980,0
01018033,0
01018054,0
01018061,0
01018065,0
01018068,0
01018269,0
01018274,0
01018435,0
01018438,0
01018442,0
01018509,0
01018512,0
01018515,0
01018518,0
01018656,0
01018661,0
01018666,0
01018671,0
01018676,0
01018679,0
01018682,0
01018685,0
01018688,0
01018691,0
01018947,0
01019224,0
01019227,0
01019603,0
01019606,0
01019815,0
01019818,0
01020057,0
01020265,0
01020307,0
01020310,0
01020313,0
01020316,0
01020324,0
01020454,0
01020594,0
01021097,0
01021223,0
01021259,0
01021262,0
01021329,0
01021333,0
01021337,0
01021340,0
01021350,0
01021353,0
01021356,0
01021554,0
01021561,0
01021579,0
01021582,0
01021585,0
01021662,0
01021675,0
01021678,0
01021681,0
01021684,0
01021687,0
01021690,0
01021693,0
01021699,0
01021702,0
01021705,0
01022579,0
01022680,0
01023012,0
01023053,0
01023056,0
01023060,0
01023063,0
01023102,0
01023105,0
01023214,0
01023526,0
01023529,0
01023532,0
01023736,0
01023740,0
01023743,0
01023746,0
01023996,0
01024166,0
01024169,0
01024899,0
01024902,0
01025173,0
01025176,0
01026209,0
01026212,0
01026239,0
01026242,0
01026858,0
01027211,0
01027228,0
01027231,0
01027277,0
01027282,0
01027388,0
01027400,0
01027468,0
01027477,0
01027485,0
01027490,0
01027496,0
01027587,0
01027591,0
01027594,0
01027597,0
01027601,0
01027604,0
01027607,0
01027610,0
01027613,0
01027616,0
01027619,0
01027622,0
01028059,0
01028062,0
01028065,0
01028601,0
01028604,0
01028607,0
01028610,0
01028738,0
01028741,0
01028762,0
01028940,0
01028943,0
01028946,0
01028949,0
01028952,0
01028955,0
01029023,0
01029026,0
01029029,0
01029355,0
01029369,0
01029372,0
01029375,0
01029643,0
01029646,0
01029649,0
01029653,0
01029687,0
01029764,0
01029789,0
01029822,0
01029868,0
01029911,0
01029933,0
01029936,0
01029939,0
01029964,0
01029972,0
01030087,0
01030092,0
01030095,0
01030098,0
01030289,0
01030292,0
01030385,0
01030729,0
01030774,0
01030777,0
01030779,0
01030791,0
01030794,0
01031121,0
01031155,0
01031221,0
01031224,0
01031253,0
01031257,0
01031260,0
01031263,0
01031266,0
01031269,0
01031464,0
01031467,0
01031470,0
01031682,0
01031768,0
01031771,0
01031774,0
01032043,0
01032162,0
01032165,0
01032204,0
01032207,0
01032285,0
01032292,0
01032445,0
01032448,0
01032472,0
01032476,0
01032479,0
01032482,0
01032485,0
01032575,0
01032578,0
01032587,0
01033010,0
01033065,0
01033068,0
01033288,0
01033393,0
01033471,0
01033475,0
01033478,0
01033586,0
01033687,0
01033691,0
01033694,0
01033716,0
01033719,0
01033873,0
01033876,0
01033955,0
01033958,0
01033961,0
01033964,0
01034006,0
01034009,0
01034173,0
01034176,0
01034469,0
01034472,0
01034475,0
01034478,0
01034481,0
01034498,0
01034501,0
01034556,0
01034566,0
01034569,0
01034575,0
01034578,0
01034583,0
01034586,0
01034589,0
01034592,0
01034848,0
01035199,0
01035202,0
01035765,0
01035773,0
01035783,0
01036000,0
01036048,0
01036338,0
01036342,0
01036345,0
01036379,0
01036382,0
01036385,0
01036473,0
01036476,0
01036479,0
01036972,0
01036985,0
01037096,0
01037203,0
01037208,0
01037258,0
01037262,0
01037418,0
01037421,0
01037424,0
01037656,0
01037659,0
01037981,0
01038210,0
01038234,0
01038240,0
01038243,0
01038733,0
01038738,0
01038742,0
01038945,0
01039053,0
01039060,0
01039063,0
01039078,0
01039083,0
01039086,0
01039186,0
01039190,0
01039193,0
01039202,0
01039207,0
01039212,0
01039268,0
01039427,0
01039743,0
01039855,0
01040068,0
01040075,0
01040078,0
01040081,0
01040084,0
01040243,0
01040252,0
01040308,0
01040312,0
01040315,0
01040318,0
01040562,0
01040565,0
01040722,0
01040725,0
01040728,0
01040732,0
01040735,0
01040738,0
01040741,0
01040744,0
01040748,0
01040827,0
01040835,0
01040849,0
01040852,0
01040860,0
01040863,0
01040869,0
01041077,0
01041091,0
01041256,0
01041259,0
01041262,0
01041265,0
01041362,0
01041673,0
01041678,0
01041734,0
01041742,0
01041875,0
01042079,0
01042082,0
01042085,0
01042113,0
01042116,0
01042626,0
01042629,0
01042653,0
01042658,0
01042661,0
01042664,0
01043565,0
01043609,0
01043612,0
01043620,0
01043994,0
01043997,0
01044457,0
01044460,0
01044463,0
01044502,0
01044707,0
01044713,0
01044916,0
01044921,0
01045005,0
01045009,0
01045012,0
01045184,0
01045188,0
01045307,0
01045310,0
01045313,0
01045328,0
01045351,0
01045354,0
01045357,0
01045360,0
01045500,0
01045504,0
01045507,0
01045607,0
01045695,0
01045703,0
01046809,0
01046812,0
01047062,0
01047065,0
01047224,0
01047332,0
01047547,0
01047550,0
01048078,0
01048083,0
01048213,0
01048222,0
01048363,0
01048456,0
01048470,0
01048571,0
01048574,0
01048577,0
01048580,0
01048584,0
01048588,0
01049192,0
01049368,0
01049371,0
01049374,0
01049377,0
01049381,0
01049386,0
01049819,0
01049838,0
01049841,0
01049930,0
01049958,0
01049961,0
01050236,0
01050239,0
01050345,0
01050348,0
01050384,0
01050388,0
01050505,0
01050508,0
01050584,0
01050589,0
01050594,0
01050597,0
01050608,0
01051743,0
01051756,0
01051759,0
01051762,0
01051765,0
01051832,0
01051835,0
01051838,0
01051841,0
01052224,0
01052227,0
01052230,0
01052233,0
01052293,0
01052472,0
01052548,0
01052840,0
01052843,0
01052896,0
01052899,0
01052942,0
01052992,0
01052995,0
01052997,0
01053000,0
01053043,0
01053046,0
01053049,0
01053072,0
01053771,0
01053978,0
01054013,0
01054016,0
01054250,0
01054259,0
01054702,0
01055401,0
01055409,0
01055419,0
01055422,0
01055499,0
01055502,0
01055505,0
01055520,0
01055524,0
01055826,0
01055892,0
01055897,0
01055900,0
01056390,0
01056407,0
01056430,0
01056705,0
01056979,0
01057240,0
01059769,0
01061594,0
01061597,0
